view,series,band,bin_days,start_jd,end_jd,mid_jd,year,magnitude,q1,q3,mad,n,uncertain
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459787.5,2459817.5,2459802.5,2022.60822,0.5,0.4,0.5,0.1,26,
2010-2026 detail,AAVSO Johnson V,V,30,2459817.5,2459847.5,2459832.5,2022.69041,0.3995,0.395,0.4155,0.008,24,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459817.5,2459847.5,2459832.5,2022.69041,0.4,0.39,0.5,0.1,63,
2010-2026 detail,AAVSO Johnson V,V,30,2459847.5,2459877.5,2459862.5,2022.7726,0.434,0.4163,0.439,0.0115,20,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459847.5,2459877.5,2459862.5,2022.7726,0.4,0.3,0.455,0.1,104,
2010-2026 detail,AAVSO Johnson V,V,30,2459877.5,2459907.5,2459892.5,2022.85479,0.313,0.292,0.315,0.017,9,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459877.5,2459907.5,2459892.5,2022.85479,0.3,0.2,0.4,0.1,121,
2010-2026 detail,AAVSO Johnson V,V,30,2459907.5,2459937.5,2459922.5,2022.93699,0.292,0.283,0.309,0.013,11,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459907.5,2459937.5,2459922.5,2022.93699,0.3,0.215,0.4,0.1,115,
2010-2026 detail,AAVSO Johnson V,V,30,2459937.5,2459967.5,2459952.5,2023.01918,0.4425,0.4167,0.4758,0.031,12,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459937.5,2459967.5,2459952.5,2023.01918,0.33,0.3,0.41,0.07,173,
2010-2026 detail,AAVSO Johnson V,V,30,2459967.5,2459997.5,2459982.5,2023.10137,0.4975,0.4812,0.5195,0.02,20,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459967.5,2459997.5,2459982.5,2023.10137,0.4,0.33,0.55,0.1,256,
2010-2026 detail,AAVSO Johnson V,V,30,2459997.5,2460027.5,2460012.5,2023.18356,0.3815,0.344,0.4087,0.0345,14,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2459997.5,2460027.5,2460012.5,2023.18356,0.4,0.33,0.5,0.1,236,
2010-2026 detail,AAVSO Johnson V,V,30,2460027.5,2460057.5,2460042.5,2023.26575,0.184,0.1485,0.241,0.043,19,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460027.5,2460057.5,2460042.5,2023.26575,0.3,0.2,0.4,0.1,209,
2010-2026 detail,AAVSO Johnson V,V,30,2460057.5,2460087.5,2460072.5,2023.34795,0.254,0.199,0.267,0.055,5,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460057.5,2460087.5,2460072.5,2023.34795,0.15,0.1,0.2,0.05,70,
2010-2026 detail,AAVSO Johnson V,V,30,2460087.5,2460117.5,2460102.5,2023.43014,0.387,0.3618,0.4247,0.0355,10,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460087.5,2460117.5,2460102.5,2023.43014,0.0,0.0,0.0,0.0,5,
2010-2026 detail,AAVSO Johnson V,V,30,2460117.5,2460147.5,2460132.5,2023.51233,0.496,0.493,0.506,0.01,5,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460117.5,2460147.5,2460132.5,2023.51233,0.5,0.25,0.6,0.1,15,
2010-2026 detail,AAVSO Johnson V,V,30,2460147.5,2460177.5,2460162.5,2023.59452,0.469,0.462,0.489,0.019,13,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460147.5,2460177.5,2460162.5,2023.59452,0.45,0.3,0.5,0.05,50,
2010-2026 detail,AAVSO Johnson V,V,30,2460177.5,2460207.5,2460192.5,2023.67671,0.475,0.4705,0.4805,0.005,19,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460177.5,2460207.5,2460192.5,2023.67671,0.36,0.3,0.5,0.11,113,
2010-2026 detail,AAVSO Johnson V,V,30,2460207.5,2460237.5,2460222.5,2023.7589,0.476,0.465,0.494,0.018,9,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460207.5,2460237.5,2460222.5,2023.7589,0.39,0.3,0.5,0.09,165,
2010-2026 detail,AAVSO Johnson V,V,30,2460237.5,2460267.5,2460252.5,2023.8411,0.499,0.491,0.516,0.017,9,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460237.5,2460267.5,2460252.5,2023.8411,0.4,0.3,0.6,0.1,159,
2010-2026 detail,AAVSO Johnson V,V,30,2460267.5,2460297.5,2460282.5,2023.92329,0.46,0.4235,0.4835,0.031,19,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460267.5,2460297.5,2460282.5,2023.92329,0.4,0.2825,0.55,0.13,178,
2010-2026 detail,AAVSO Johnson V,V,30,2460297.5,2460327.5,2460312.5,2024.00546,0.4485,0.4267,0.4633,0.0185,16,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460297.5,2460327.5,2460312.5,2024.00546,0.375,0.3,0.5,0.125,218,
2010-2026 detail,AAVSO Johnson V,V,30,2460327.5,2460357.5,2460342.5,2024.08743,0.5715,0.541,0.6335,0.0585,32,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460327.5,2460357.5,2460342.5,2024.08743,0.45,0.3225,0.6,0.15,282,
2010-2026 detail,AAVSO Johnson V,V,30,2460357.5,2460387.5,2460372.5,2024.1694,0.747,0.7052,0.758,0.012,20,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460357.5,2460387.5,2460372.5,2024.1694,0.6,0.5,0.7,0.1,299,
2010-2026 detail,AAVSO Johnson V,V,30,2460387.5,2460417.5,2460402.5,2024.25137,0.727,0.687,0.748,0.024,19,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460387.5,2460417.5,2460402.5,2024.25137,0.7,0.6,0.75,0.1,204,
2010-2026 detail,AAVSO Johnson V,V,30,2460417.5,2460447.5,2460432.5,2024.33333,0.57,0.5175,0.6185,0.056,4,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460417.5,2460447.5,2460432.5,2024.33333,0.6,0.6,0.6875,0.005,62,
2010-2026 detail,AAVSO Johnson V,V,30,2460447.5,2460477.5,2460462.5,2024.4153,0.5045,0.4952,0.5325,0.0115,6,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460447.5,2460477.5,2460462.5,2024.4153,0.45,0.2,0.5,0.075,12,
2010-2026 detail,AAVSO Johnson V,V,30,2460477.5,2460507.5,2460492.5,2024.49727,0.648,0.6128,0.675,0.032,6,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460477.5,2460507.5,2460492.5,2024.49727,0.75,0.7,0.8,0.05,6,
2010-2026 detail,AAVSO Johnson V,V,30,2460507.5,2460537.5,2460522.5,2024.57923,0.738,0.726,0.769,0.03,5,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460507.5,2460537.5,2460522.5,2024.57923,0.7,0.6,0.8,0.1,23,
2010-2026 detail,AAVSO Johnson V,V,30,2460537.5,2460567.5,2460552.5,2024.6612,0.8075,0.791,0.8545,0.0285,20,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460537.5,2460567.5,2460552.5,2024.6612,0.7,0.6,0.8,0.1,52,
2010-2026 detail,AAVSO Johnson V,V,30,2460567.5,2460597.5,2460582.5,2024.74317,0.855,0.8217,0.8832,0.0335,12,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460567.5,2460597.5,2460582.5,2024.74317,0.7,0.6,0.8,0.1,99,
2010-2026 detail,AAVSO Johnson V,V,30,2460597.5,2460627.5,2460612.5,2024.82514,0.671,0.651,0.7165,0.026,6,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460597.5,2460627.5,2460612.5,2024.82514,0.65,0.6,0.7,0.05,103,
2010-2026 detail,AAVSO Johnson V,V,30,2460627.5,2460657.5,2460642.5,2024.9071,0.6025,0.5915,0.6112,0.011,12,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460627.5,2460657.5,2460642.5,2024.9071,0.6,0.5,0.62,0.1,113,
2010-2026 detail,AAVSO Johnson V,V,30,2460657.5,2460687.5,2460672.5,2024.98907,0.5235,0.5135,0.533,0.011,14,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460657.5,2460687.5,2460672.5,2024.98907,0.5,0.48,0.6,0.1,169,
2010-2026 detail,AAVSO Johnson V,V,30,2460687.5,2460717.5,2460702.5,2025.07123,0.533,0.525,0.5405,0.008,23,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460687.5,2460717.5,2460702.5,2025.07123,0.5,0.4,0.6,0.1,211,
2010-2026 detail,AAVSO Johnson V,V,30,2460717.5,2460747.5,2460732.5,2025.15342,0.643,0.59,0.655,0.024,25,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460717.5,2460747.5,2460732.5,2025.15342,0.6,0.5,0.7,0.1,308,
2010-2026 detail,AAVSO Johnson V,V,30,2460747.5,2460777.5,2460762.5,2025.23562,0.736,0.721,0.7515,0.017,27,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460747.5,2460777.5,2460762.5,2025.23562,0.7,0.6,0.7,0.1,247,
2010-2026 detail,AAVSO Johnson V,V,30,2460777.5,2460807.5,2460792.5,2025.31781,0.7335,0.7155,0.747,0.0175,8,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460777.5,2460807.5,2460792.5,2025.31781,0.7,0.7,0.8,0.05,109,
2010-2026 detail,AAVSO Johnson V,V,30,2460807.5,2460837.5,2460822.5,2025.4,0.6805,0.6698,0.6853,0.007,4,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460807.5,2460837.5,2460822.5,2025.4,0.7,0.65,0.75,0.05,25,
2010-2026 detail,AAVSO Johnson V,V,30,2460837.5,2460867.5,2460852.5,2025.48219,0.608,0.602,0.626,0.009,9,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460837.5,2460867.5,2460852.5,2025.48219,0.2,0.2,0.3,0.0,3,
2010-2026 detail,AAVSO Johnson V,V,30,2460867.5,2460897.5,2460882.5,2025.56438,0.593,0.586,0.634,0.014,3,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460867.5,2460897.5,2460882.5,2025.56438,0.5,0.4,0.5375,0.1,14,
2010-2026 detail,AAVSO Johnson V,V,30,2460897.5,2460927.5,2460912.5,2025.64658,0.67,0.6408,0.682,0.013,24,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460897.5,2460927.5,2460912.5,2025.64658,0.5,0.5,0.6,0.0,59,
2010-2026 detail,AAVSO Johnson V,V,30,2460927.5,2460957.5,2460942.5,2025.72877,0.573,0.5555,0.5925,0.018,15,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460927.5,2460957.5,2460942.5,2025.72877,0.5,0.4,0.5,0.05,100,
2010-2026 detail,AAVSO Johnson V,V,30,2460957.5,2460987.5,2460972.5,2025.81096,0.505,0.5015,0.529,0.008,7,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460957.5,2460987.5,2460972.5,2025.81096,0.5,0.4,0.5,0.1,105,
2010-2026 detail,AAVSO Johnson V,V,30,2460987.5,2461017.5,2461002.5,2025.89315,0.504,0.5015,0.5175,0.003,7,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2460987.5,2461017.5,2461002.5,2025.89315,0.5,0.4,0.5,0.1,100,
2010-2026 detail,AAVSO Johnson V,V,30,2461017.5,2461047.5,2461032.5,2025.97534,0.5945,0.553,0.6038,0.0175,24,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461017.5,2461047.5,2461032.5,2025.97534,0.5,0.4,0.6,0.1,153,
2010-2026 detail,AAVSO Johnson V,V,30,2461047.5,2461077.5,2461062.5,2026.05753,0.5875,0.5687,0.6035,0.0175,18,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461047.5,2461077.5,2461062.5,2026.05753,0.5,0.4,0.6,0.1,201,
2010-2026 detail,AAVSO Johnson V,V,30,2461077.5,2461107.5,2461092.5,2026.13973,0.5095,0.4972,0.5165,0.0105,14,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461077.5,2461107.5,2461092.5,2026.13973,0.5,0.4,0.6,0.1,241,
2010-2026 detail,AAVSO Johnson V,V,30,2461107.5,2461137.5,2461122.5,2026.22192,0.567,0.546,0.595,0.028,17,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461107.5,2461137.5,2461122.5,2026.22192,0.53,0.485,0.6,0.07,227,
2010-2026 detail,AAVSO Johnson V,V,30,2461137.5,2461167.5,2461152.5,2026.30411,0.669,0.6585,0.677,0.008,7,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461137.5,2461167.5,2461152.5,2026.30411,0.6,0.5,0.65,0.07,83,
2010-2026 detail,AAVSO Johnson V,V,30,2461167.5,2461197.5,2461182.5,2026.3863,0.67,0.6568,0.682,0.015,4,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461167.5,2461197.5,2461182.5,2026.3863,0.5,0.4,0.65,0.15,13,
2010-2026 detail,AAVSO Johnson V,V,30,2461197.5,2461227.5,2461212.5,2026.46849,0.593,0.5702,0.6238,0.0265,4,
2010-2026 detail,AAVSO Johnson V,V,30,2461227.5,2461257.5,2461242.5,2026.55068,0.538,0.5325,0.5477,0.008,4,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461227.5,2461257.5,2461242.5,2026.55068,0.4,0.375,0.425,0.05,8,
2010-2026 detail,AAVSO Johnson V,V,30,2461257.5,2461287.5,2461272.5,2026.63288,0.5365,0.5318,0.568,0.008,4,
2010-2026 detail,AAVSO visual estimates,Vis.,30,2461257.5,2461287.5,2461272.5,2026.63288,0.4,0.4,0.55,0.0,37,
