view,series,band,bin_days,start_jd,end_jd,mid_jd,year,magnitude,q1,q3,mad,n,uncertain
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2391726.0,2391726.0,2391726.0,1836.22268,1.1,1.1,1.1,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2391961.0,2391961.0,2391961.0,1836.86475,0.0,0.0,0.0,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2391962.0,2391962.0,2391962.0,1836.86749,0.1,0.1,0.1,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2391975.0,2391975.0,2391975.0,1836.90301,0.4,0.4,0.4,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392307.0,2392307.0,2392307.0,1837.81233,0.3,0.3,0.3,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392307.0,2392307.0,2392307.0,1837.81233,-0.1,-0.1,-0.1,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392347.0,2392347.0,2392347.0,1837.92192,0.8,0.8,0.8,0.0,1,True
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392360.0,2392360.0,2392360.0,1837.95753,0.7,0.7,0.7,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392373.0,2392373.0,2392373.0,1837.99315,0.6,0.6,0.6,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392377.0,2392377.0,2392377.0,1838.00411,0.8,0.8,0.8,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392381.0,2392381.0,2392381.0,1838.01507,0.7,0.7,0.7,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392388.0,2392388.0,2392388.0,1838.03425,0.8,0.8,0.8,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392431.0,2392431.0,2392431.0,1838.15205,0.6,0.6,0.6,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392479.0,2392479.0,2392479.0,1838.28356,0.5,0.5,0.5,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392756.0,2392756.0,2392756.0,1839.04247,1.1,1.1,1.1,0.0,1,True
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392757.0,2392757.0,2392757.0,1839.04521,1.0,1.0,1.0,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2392762.0,2392762.0,2392762.0,1839.0589,1.0,1.0,1.0,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393070.0,2393070.0,2393070.0,1839.90274,0.1,0.1,0.1,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393074.0,2393074.0,2393074.0,1839.9137,0.4,0.4,0.4,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393085.0,2393085.0,2393085.0,1839.94384,0.6,0.6,0.6,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393103.0,2393103.0,2393103.0,1839.99315,0.7,0.7,0.7,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393107.0,2393107.0,2393107.0,1840.0041,0.6,0.6,0.6,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393110.0,2393110.0,2393110.0,1840.0123,0.6,0.6,0.6,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393111.0,2393111.0,2393111.0,1840.01503,0.7,0.7,0.7,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393112.0,2393112.0,2393112.0,1840.01776,0.7,0.7,0.7,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393161.0,2393161.0,2393161.0,1840.15164,0.7,0.7,0.7,0.0,1,False
historical point,Herschel estimates (Lloyd 2020 reconstruction),historical visual,0,2393214.0,2393214.0,2393214.0,1840.29645,0.6,0.6,0.6,0.0,1,False
1836-2026 overview,AAVSO visual estimates,Vis.,90,2412720.0,2412810.0,2412765.0,1893.82329,0.6,0.6,0.6,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2412810.0,2412900.0,2412855.0,1894.06986,0.8,0.6,0.8,0.0,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2412900.0,2412990.0,2412945.0,1894.31644,0.5,0.5,0.5,0.0,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2413170.0,2413260.0,2413215.0,1895.05616,0.7,0.6,0.825,0.1,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2413260.0,2413350.0,2413305.0,1895.30274,1.0,0.85,1.0,0.0,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2413530.0,2413620.0,2413575.0,1896.04235,0.5,0.5,0.5,0.0,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2414610.0,2414700.0,2414655.0,1898.99863,1.0,0.9,1.0,0.0,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2414700.0,2414790.0,2414745.0,1899.24521,0.8,0.8,0.8,0.0,13,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2414970.0,2415060.0,2415015.0,1899.98493,0.9,0.9,0.9,0.0,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2415060.0,2415150.0,2415105.0,1900.23151,0.8,0.8,0.9,0.05,16,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2415240.0,2415330.0,2415285.0,1900.72466,0.75,0.725,0.775,0.05,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2415330.0,2415420.0,2415375.0,1900.97123,0.5,0.4,0.5,0.1,14,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2415420.0,2415510.0,2415465.0,1901.21781,0.6,0.6,0.7,0.1,21,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2415690.0,2415780.0,2415735.0,1901.95753,0.6,0.4,0.7,0.1,33,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2415780.0,2415870.0,2415825.0,1902.20411,0.7,0.5,0.7,0.1,36,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2415960.0,2416050.0,2416005.0,1902.69726,0.0,-0.225,0.25,0.25,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416050.0,2416140.0,2416095.0,1902.94384,0.3,0.3,0.5,0.1,110,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416140.0,2416230.0,2416185.0,1903.19041,0.3,0.2,0.4,0.1,53,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416320.0,2416410.0,2416365.0,1903.68356,0.9,0.8,0.95,0.1,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416410.0,2416500.0,2416455.0,1903.93014,0.4,0.4,0.6,0.0,44,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416500.0,2416590.0,2416545.0,1904.17623,0.4,0.4,0.7,0.0,71,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416680.0,2416770.0,2416725.0,1904.66803,1.0,1.0,1.0,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416770.0,2416860.0,2416815.0,1904.91393,0.9,0.8,1.0,0.1,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416860.0,2416950.0,2416905.0,1905.16027,0.8,0.7,0.9,0.1,62,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2416950.0,2417040.0,2416995.0,1905.40685,0.9,0.9,0.9,0.0,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2417040.0,2417130.0,2417085.0,1905.65342,0.4,0.4,0.4,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2417130.0,2417220.0,2417175.0,1905.9,0.6,0.5,0.8,0.1,35,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2417220.0,2417310.0,2417265.0,1906.14658,0.6,0.4,0.8,0.2,69,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2417310.0,2417400.0,2417355.0,1906.39315,0.7,0.6,0.8,0.1,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2417400.0,2417490.0,2417445.0,1906.63973,0.4,0.4,0.5,0.0,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2417490.0,2417580.0,2417535.0,1906.8863,0.5,0.4,0.6,0.1,31,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2419740.0,2419830.0,2419785.0,1913.04521,1.1,1.1,1.1,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2421540.0,2421630.0,2421585.0,1917.97397,0.9,0.8,0.9,0.1,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2421630.0,2421720.0,2421675.0,1918.22055,0.9,0.9,0.975,0.0,22,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2422530.0,2422620.0,2422575.0,1920.68443,0.3,0.275,0.325,0.05,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2422620.0,2422710.0,2422665.0,1920.93033,0.25,0.2,0.3,0.05,18,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2422710.0,2422800.0,2422755.0,1921.17671,0.4,0.3,0.4,0.1,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2422890.0,2422980.0,2422935.0,1921.66986,0.9,0.9,1.0,0.1,13,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2422980.0,2423070.0,2423025.0,1921.91644,0.5,0.4,0.8,0.2,19,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423070.0,2423160.0,2423115.0,1922.16301,0.8,0.75,0.9,0.1,19,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423250.0,2423340.0,2423295.0,1922.65616,0.8,0.8,0.8,0.0,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423340.0,2423430.0,2423385.0,1922.90274,0.7,0.675,0.7,0.0,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423430.0,2423520.0,2423475.0,1923.14932,0.8,0.7,0.9,0.1,36,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423520.0,2423610.0,2423565.0,1923.39589,0.75,0.725,0.775,0.05,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423610.0,2423700.0,2423655.0,1923.64247,0.4,0.375,0.475,0.05,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423700.0,2423790.0,2423745.0,1923.88904,0.2,0.175,0.3,0.1,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423790.0,2423880.0,2423835.0,1924.13525,0.4,0.3,0.625,0.1,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423880.0,2423970.0,2423925.0,1924.38115,0.3,0.3,0.3,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2423970.0,2424060.0,2424015.0,1924.62705,0.4,0.4,0.4,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2424060.0,2424150.0,2424105.0,1924.87295,0.4,0.3,0.5,0.1,13,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2424150.0,2424240.0,2424195.0,1925.11918,0.5,0.4,0.5,0.0,24,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2424420.0,2424510.0,2424465.0,1925.8589,0.6,0.5,0.6,0.1,15,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2424510.0,2424600.0,2424555.0,1926.10548,0.6,0.5,0.6,0.05,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2424780.0,2424870.0,2424825.0,1926.84521,0.5,0.4,0.6,0.1,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2424870.0,2424960.0,2424915.0,1927.09178,0.9,0.9,1.125,0.05,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2424960.0,2425050.0,2425005.0,1927.33836,1.0,0.9,1.1,0.2,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425140.0,2425230.0,2425185.0,1927.83151,0.7,0.675,0.7,0.0,16,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425230.0,2425320.0,2425275.0,1928.07787,0.8,0.7,1.0,0.1,38,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425320.0,2425410.0,2425365.0,1928.32377,0.7,0.7,0.8,0.1,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425500.0,2425590.0,2425545.0,1928.81557,0.6,0.4,0.8,0.2,31,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425590.0,2425680.0,2425635.0,1929.06164,0.6,0.5,0.7,0.1,13,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425680.0,2425770.0,2425725.0,1929.30822,0.6,0.6,0.775,0.05,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425770.0,2425860.0,2425815.0,1929.55479,0.5,0.5,0.5,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425860.0,2425950.0,2425905.0,1929.80137,0.7,0.6,0.8,0.1,13,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2425950.0,2426040.0,2425995.0,1930.04795,0.5,0.4,0.5,0.1,13,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426040.0,2426130.0,2426085.0,1930.29452,0.25,0.2,0.3,0.05,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426130.0,2426220.0,2426175.0,1930.5411,0.3,0.3,0.3,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426220.0,2426310.0,2426265.0,1930.78767,0.4,0.3,0.525,0.1,28,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426310.0,2426400.0,2426355.0,1931.03425,0.4,0.275,0.5,0.1,32,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426400.0,2426490.0,2426445.0,1931.28082,0.5,0.2,0.6,0.2,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426490.0,2426580.0,2426535.0,1931.5274,0.5,0.3,0.7,0.4,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426580.0,2426670.0,2426625.0,1931.77397,0.6,0.5,0.9,0.2,41,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426670.0,2426760.0,2426715.0,1932.02049,0.5,0.3,0.6,0.1,37,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426760.0,2426850.0,2426805.0,1932.26639,0.55,0.425,0.8,0.25,22,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426850.0,2426940.0,2426895.0,1932.5123,0.9,0.9,0.95,0.0,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2426940.0,2427030.0,2426985.0,1932.7582,0.6,0.45,0.7,0.2,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427030.0,2427120.0,2427075.0,1933.00411,1.0,0.7,1.1,0.2,17,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427120.0,2427210.0,2427165.0,1933.25068,0.3,0.2,0.4,0.1,18,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427300.0,2427390.0,2427345.0,1933.74384,0.6,0.575,0.7,0.05,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427390.0,2427480.0,2427435.0,1933.99041,0.55,0.3,0.65,0.25,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427480.0,2427570.0,2427525.0,1934.23699,0.35,0.225,0.675,0.15,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427570.0,2427660.0,2427615.0,1934.48356,0.1,0.1,0.1,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427660.0,2427750.0,2427705.0,1934.73014,0.9,0.9,0.9,0.0,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427750.0,2427840.0,2427795.0,1934.97671,0.9,0.8,1.1,0.2,19,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427840.0,2427930.0,2427885.0,1935.22329,0.7,0.6,0.8,0.1,57,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2427930.0,2428020.0,2427975.0,1935.46986,1.1,1.1,1.1,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428020.0,2428110.0,2428065.0,1935.71644,1.05,1.0,1.1,0.05,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428110.0,2428200.0,2428155.0,1935.96301,0.8,0.725,0.9,0.1,26,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428200.0,2428290.0,2428245.0,1936.20902,1.0,0.85,1.0,0.1,51,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428290.0,2428380.0,2428335.0,1936.45492,0.3,0.25,0.35,0.1,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428380.0,2428470.0,2428425.0,1936.70082,0.8,0.8,0.8,0.0,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428470.0,2428560.0,2428515.0,1936.94672,0.9,0.8,1.0,0.1,37,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428560.0,2428650.0,2428605.0,1937.19315,0.6,0.6,0.9,0.1,40,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428740.0,2428830.0,2428785.0,1937.6863,0.8,0.7,0.9,0.1,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428830.0,2428920.0,2428875.0,1937.93288,0.9,0.9,1.05,0.1,35,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2428920.0,2429010.0,2428965.0,1938.17945,0.7,0.6,0.8,0.1,35,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429100.0,2429190.0,2429145.0,1938.6726,0.8,0.8,0.8,0.0,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429190.0,2429280.0,2429235.0,1938.91918,1.0,0.95,1.1,0.1,23,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429280.0,2429370.0,2429325.0,1939.16575,1.0,1.0,1.1,0.0,17,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429460.0,2429550.0,2429505.0,1939.6589,0.9,0.8,0.9,0.0,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429550.0,2429640.0,2429595.0,1939.90548,0.8,0.8,0.8,0.0,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429640.0,2429730.0,2429685.0,1940.15164,1.0,0.9,1.0,0.05,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429820.0,2429910.0,2429865.0,1940.64344,0.8,0.8,0.8,0.0,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2429910.0,2430000.0,2429955.0,1940.88934,0.9,0.85,0.95,0.1,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430000.0,2430090.0,2430045.0,1941.13562,1.4,1.3,1.5,0.1,22,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430270.0,2430360.0,2430315.0,1941.87534,0.6,0.55,0.8,0.1,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430360.0,2430450.0,2430405.0,1942.12192,0.2,0.2,0.35,0.05,20,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430450.0,2430540.0,2430495.0,1942.36849,0.9,0.65,0.95,0.1,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430630.0,2430720.0,2430675.0,1942.86164,0.1,0.025,0.275,0.1,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430720.0,2430810.0,2430765.0,1943.10822,0.4,0.1,0.5,0.3,21,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430810.0,2430900.0,2430855.0,1943.35479,0.4,0.4,0.7,0.0,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2430990.0,2431080.0,2431035.0,1943.84795,0.3,0.2,0.5,0.1,29,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431080.0,2431170.0,2431125.0,1944.09426,0.8,0.7,0.9,0.1,42,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431170.0,2431260.0,2431215.0,1944.34016,0.9,0.9,0.9,0.0,17,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431260.0,2431350.0,2431305.0,1944.58607,1.2,1.2,1.2,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431350.0,2431440.0,2431395.0,1944.83197,1.0,0.8,1.1,0.1,49,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431440.0,2431530.0,2431485.0,1945.07808,1.1,1.1,1.4,0.1,130,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431530.0,2431620.0,2431575.0,1945.32466,1.0,0.8,1.2,0.2,78,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431620.0,2431710.0,2431665.0,1945.57123,1.0,0.9,1.1,0.1,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431710.0,2431800.0,2431755.0,1945.81781,0.7,0.4,0.8,0.2,93,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431800.0,2431890.0,2431845.0,1946.06438,0.9,0.8,1.0,0.1,121,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431890.0,2431980.0,2431935.0,1946.31096,1.0,0.9,1.0,0.1,56,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2431980.0,2432070.0,2432025.0,1946.55753,0.85,0.8,1.35,0.1,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432070.0,2432160.0,2432115.0,1946.80411,0.6,0.5,0.7,0.1,57,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432160.0,2432250.0,2432205.0,1947.05068,0.7,0.5,0.8,0.1,175,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432250.0,2432340.0,2432295.0,1947.29726,0.9,0.8,0.9,0.1,151,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432340.0,2432430.0,2432385.0,1947.54384,0.8,0.8,1.3,0.0,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432430.0,2432520.0,2432475.0,1947.79041,0.7,0.4,1.3,0.4,57,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432520.0,2432610.0,2432565.0,1948.03689,0.3,0.2,0.3,0.1,219,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432610.0,2432700.0,2432655.0,1948.28279,0.5,0.4,0.725,0.2,72,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432790.0,2432880.0,2432835.0,1948.77459,0.7,0.6,0.8,0.1,23,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432880.0,2432970.0,2432925.0,1949.02055,0.5,0.4,0.7,0.2,100,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2432970.0,2433060.0,2433015.0,1949.26712,0.5,0.3,0.7,0.2,96,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433060.0,2433150.0,2433105.0,1949.5137,0.5,0.5,0.5,0.0,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433150.0,2433240.0,2433195.0,1949.76027,0.6,0.5,0.7,0.1,39,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433240.0,2433330.0,2433285.0,1950.00685,0.4,0.3,0.6,0.1,71,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433330.0,2433420.0,2433375.0,1950.25342,0.4,0.3,0.7,0.2,75,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433420.0,2433510.0,2433465.0,1950.5,0.6,0.6,0.6,0.0,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433510.0,2433600.0,2433555.0,1950.74658,0.8,0.575,0.9,0.15,16,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433600.0,2433690.0,2433645.0,1950.99315,0.6,0.4,0.7,0.2,40,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433690.0,2433780.0,2433735.0,1951.23973,0.3,0.275,0.6,0.1,44,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433780.0,2433870.0,2433825.0,1951.4863,1.2,1.15,1.25,0.1,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433870.0,2433960.0,2433915.0,1951.73288,0.9,0.7,1.1,0.2,24,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2433960.0,2434050.0,2434005.0,1951.97945,1.1,1.0,1.2,0.1,89,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434050.0,2434140.0,2434095.0,1952.22541,1.0,0.9,1.1,0.1,70,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434140.0,2434230.0,2434185.0,1952.47131,1.05,1.025,1.075,0.05,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434230.0,2434320.0,2434275.0,1952.71721,0.9,0.8,1.0,0.1,25,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434320.0,2434410.0,2434365.0,1952.96311,1.0,0.9,1.175,0.1,78,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434410.0,2434500.0,2434455.0,1953.20959,1.1,0.9,1.2,0.2,81,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434500.0,2434590.0,2434545.0,1953.45616,1.0,1.0,1.0,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434590.0,2434680.0,2434635.0,1953.70274,0.9,0.9,1.1,0.1,15,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434680.0,2434770.0,2434725.0,1953.94932,0.8,0.7,0.9,0.1,97,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434770.0,2434860.0,2434815.0,1954.19589,0.8,0.7,0.825,0.1,136,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434860.0,2434950.0,2434905.0,1954.44247,0.8,0.3,0.8,0.05,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2434950.0,2435040.0,2434995.0,1954.68904,0.6,0.6,0.7,0.1,38,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435040.0,2435130.0,2435085.0,1954.93562,0.7,0.7,0.8,0.1,124,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435130.0,2435220.0,2435175.0,1955.18219,0.8,0.7,0.8,0.1,162,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435220.0,2435310.0,2435265.0,1955.42877,0.6,0.6,0.8,0.1,19,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435310.0,2435400.0,2435355.0,1955.67534,0.8,0.7,0.8,0.0,25,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435400.0,2435490.0,2435445.0,1955.92192,0.8,0.7,0.8,0.1,85,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435490.0,2435580.0,2435535.0,1956.16803,0.8,0.8,0.9,0.1,98,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435580.0,2435670.0,2435625.0,1956.41393,0.8,0.8,0.9,0.1,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435670.0,2435760.0,2435715.0,1956.65984,0.9,0.8,0.95,0.1,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435760.0,2435850.0,2435805.0,1956.90574,0.9,0.9,1.0,0.1,53,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435850.0,2435940.0,2435895.0,1957.15205,0.9,0.9,1.0,0.1,72,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2435940.0,2436030.0,2435985.0,1957.39863,0.9,0.8,0.9,0.1,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436030.0,2436120.0,2436075.0,1957.64521,0.9,0.8,1.1,0.1,21,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436120.0,2436210.0,2436165.0,1957.89178,0.8,0.8,0.9,0.1,75,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436210.0,2436300.0,2436255.0,1958.13836,0.9,0.8,1.0,0.1,68,
